iter	Logloss
520	0.2164156794
521	0.2163955191
522	0.2163491002
523	0.2163014303
524	0.216239278
525	0.2162305573
526	0.2161917257
527	0.2161465356
528	0.2161010449
529	0.2160383449
530	0.2160050532
531	0.2159801318
532	0.2159495822
533	0.2158856314
534	0.215846426
535	0.215790991
536	0.2157218949
537	0.2156639621
538	0.2156194596
539	0.2155757162
540	0.2155342574
541	0.2154954469
542	0.215459801
543	0.2154564978
544	0.2154543942
545	0.2154144952
546	0.2153539035
547	0.2153104894
548	0.2152705169
549	0.2152560386
550	0.2151941163
551	0.2151574987
552	0.215130988
553	0.2150868791
554	0.2150502536
555	0.2150255525
556	0.2150203873
557	0.2149604621
558	0.214902719
559	0.2148411479
560	0.2147907629
561	0.2147485972
562	0.2147462474
563	0.2147025286
564	0.2146523248
565	0.2145928529
566	0.2145587845
567	0.2145553466
568	0.2145163238
569	0.2144928225
570	0.2144452924
571	0.2144220719
572	0.2143703895
573	0.2143219783
574	0.2142823796
575	0.2142787984
576	0.2142324584
577	0.2141797091
578	0.2141222548
579	0.2140878247
580	0.214030104
581	0.2139920285
582	0.2139657334
583	0.2139245468
584	0.2138649268
585	0.213845692
586	0.2138020462
587	0.2137681947
588	0.2137293776
589	0.2137222737
590	0.213688296
591	0.2136513907
592	0.2136072283
593	0.2135801769
594	0.213512448
595	0.2134699175
596	0.2134212709
597	0.2133788975
598	0.2133652503
599	0.2133183842
600	0.2133131263
601	0.2132706068
602	0.2132364038
603	0.2131956221
604	0.2131610154
605	0.2130867341
606	0.2130569268
607	0.2130037931
608	0.2129727547
609	0.2129160914
610	0.2128931502
611	0.2128411729
612	0.2127998862
613	0.2127869316
614	0.212749117
615	0.2127016649
616	0.2126664495
617	0.2126212486
618	0.2125791328
619	0.2125389189
620	0.2124910189
621	0.2124339821
622	0.2124153593
623	0.212372463
624	0.212340665
625	0.2123030459
626	0.2122564849
627	0.2122269738
628	0.2121858797
629	0.212148021
630	0.2120994214
631	0.2120467484
632	0.2120212267
633	0.2120178371
634	0.2119925664
635	0.2119668239
636	0.2118993531
637	0.2118662946
638	0.2118492362
639	0.2118085334
640	0.2117766122
641	0.2117298194
642	0.2116979457
643	0.2116373349
644	0.2115934771
645	0.2115879213
646	0.2115323962
647	0.2115158729
648	0.2114919632
649	0.2114580342
650	0.2114351246
651	0.2113811436
652	0.2113460288
653	0.2113092475
654	0.2112617871
655	0.2112311013
656	0.2111842534
657	0.2111562178
658	0.2111221849
659	0.2110930165
660	0.2110489117
661	0.2110041009
662	0.2109787321
663	0.2109373783
664	0.2108945966
665	0.2108536119
666	0.2108024024
667	0.2107458383
668	0.2106640891
669	0.2106130172
670	0.2105875933
671	0.2105451333
672	0.2104892526
673	0.2104558769
674	0.2104206089
675	0.2103724952
676	0.210368793
677	0.2103405453
678	0.210292645
679	0.2102610083
680	0.2102368585
681	0.2102026684
682	0.2101963865
683	0.2101537306
684	0.2101080716
685	0.2100558926
686	0.2100338175
687	0.2099815567
688	0.2099494345
689	0.2099144682
690	0.2098807826
691	0.2098135658
692	0.2097677014
693	0.2097377685
694	0.2096981588
695	0.2096596092
696	0.2096242566
697	0.2095780424
698	0.209542152
699	0.2094897935
700	0.2094803396
701	0.2094267278
702	0.2093945137
703	0.2093759322
704	0.2093325543
705	0.2093007469
706	0.2092556026
707	0.2092007
708	0.2091989252
709	0.2091666294
710	0.2091303015
711	0.2090625165
712	0.2090572637
713	0.2090088193
714	0.2089570595
715	0.2089089134
716	0.2088719442
717	0.2088320485
718	0.2088053668
719	0.208761062
720	0.208730916
721	0.2086975055
722	0.2086411042
723	0.20860043
724	0.2085518337
725	0.2085404775
726	0.208518993
727	0.2084904696
728	0.2084521601
729	0.2084039996
730	0.2083611501
731	0.2083206884
732	0.2082785401
733	0.2082392471
734	0.208206403
735	0.2081833303
736	0.2081520118
737	0.2081339488
738	0.2081037675
739	0.2080607442
740	0.208017603
741	0.2079770172
742	0.207942094
743	0.2078942571
744	0.2078555693
745	0.2078145665
746	0.2077723685
747	0.2077199622
748	0.2076825307
749	0.2076571996
750	0.2076186831
751	0.2075927247
752	0.2075866448
753	0.2075471206
754	0.2075294933
755	0.2074858247
756	0.2074827587
757	0.2074531496
758	0.207446452
759	0.207403054
760	0.2073629806
761	0.2073307375
762	0.2072594066
763	0.2072232206
764	0.2071901441
765	0.2071649654
766	0.2071299336
767	0.2070922048
768	0.2070326232
769	0.2069940564
770	0.206944925
771	0.2069003543
772	0.2068652593
773	0.2068198712
774	0.2068054293
775	0.2067909723
776	0.2067492296
777	0.2067477073
778	0.206705623
779	0.2066595711
780	0.2066276242
781	0.2065648464
782	0.2065188864
783	0.2064973711
784	0.2064785385
785	0.2064422158
786	0.2064082194
787	0.2063630458
788	0.2063342792
789	0.2063121089
790	0.2062833292
791	0.2062460341
792	0.2061858114
793	0.2061581674
794	0.2061088772
795	0.2060896212
796	0.2060391546
797	0.2060152755
798	0.2059962281
799	0.2059747343
800	0.2059401776
801	0.2059185487
802	0.2058652717
803	0.2058424403
804	0.2058065863
805	0.2057758693
806	0.2057469304
807	0.2057172811
808	0.2056925257
809	0.205658447
810	0.2056327535
811	0.205622781
812	0.2055937612
813	0.2055923581
814	0.2055598471
815	0.2055215626
816	0.2055023411
817	0.2054495895
818	0.2054144992
819	0.205368501
820	0.2053517117
821	0.2053111308
822	0.2052500854
823	0.2052467431
824	0.205188294
825	0.2051451129
826	0.2051040251
827	0.2050524792
828	0.2050250725
829	0.2050228866
830	0.2049870852
831	0.2049531834
832	0.204913888
833	0.2048754247
834	0.2048410608
835	0.204816941
836	0.2047719653
837	0.2047463774
838	0.2047201651
839	0.2046722886
840	0.2046479778
841	0.2046307937
842	0.2045786342
843	0.2045303419
844	0.2044888199
845	0.204435064
846	0.2044048289
847	0.2043832363
848	0.2043186015
849	0.2042762781
850	0.2042596184
851	0.2042301817
852	0.2042116953
853	0.2041758658
854	0.204150121
855	0.2041219076
856	0.204076276
857	0.2040330283
858	0.2039705363
859	0.2039255245
860	0.2038811194
861	0.2038331096
862	0.2038183714
863	0.2037663177
864	0.2037417087
865	0.2036973183
866	0.2036531946
867	0.203624096
868	0.2035879122
869	0.2035666562
870	0.2035446599
871	0.2035255059
872	0.2034797822
873	0.2034584612
874	0.2034257383
875	0.2033800875
876	0.203325777
877	0.203297616
878	0.2032564708
879	0.2032425129
880	0.2032080548
881	0.2031848299
882	0.2031582017
883	0.2031268051
884	0.2030852699
885	0.2030567268
886	0.2030378694
887	0.2029962907
888	0.2029326285
889	0.2029113918
890	0.2028961023
891	0.2028452447
892	0.2028114655
893	0.2027584429
894	0.2027518664
895	0.2027069368
896	0.2026990469
897	0.2026710781
898	0.2026296181
899	0.202601444
900	0.2025932433
901	0.2025609195
902	0.2025455013
903	0.2025146494
904	0.2024969572
905	0.2024775902
906	0.2024382701
907	0.2024163706
908	0.2023778403
909	0.2023353595
910	0.2023339835
911	0.2023010332
912	0.2022834227
913	0.2022639529
914	0.2022194474
915	0.202178345
916	0.2021434932
917	0.2021115161
918	0.2020539266
919	0.202018728
920	0.2019888881
921	0.2019604394
922	0.2019091611
923	0.2019069637
924	0.2018796629
925	0.2018426136
926	0.2018372001
927	0.2018168334
928	0.20177587
929	0.2017748512
930	0.2017518426
931	0.201705802
932	0.2016648207
933	0.2016502972
934	0.2016300538
935	0.2015896945
936	0.2015538799
937	0.2015237639
938	0.2014800184
939	0.201440397
940	0.2013893075
941	0.201339383
942	0.2013382704
943	0.201295597
944	0.2012572323
945	0.2012295914
946	0.2011899016
947	0.2011438675
948	0.2011001655
949	0.2010791132
950	0.201044305
951	0.2010236378
952	0.2009930864
953	0.2009918336
954	0.2009710972
955	0.2009193256
956	0.2008935873
957	0.200826777
958	0.2007990832
959	0.2007647067
960	0.2007408306
961	0.2007023574
962	0.2006623874
963	0.20062211
964	0.2005940724
965	0.2005462705
966	0.2004846917
967	0.2004490228
968	0.2004224882
969	0.2003683023
970	0.2003306843
971	0.2002916808
972	0.2002502713
973	0.200196856
974	0.2001672508
975	0.2001292671
976	0.2000790181
977	0.2000487418
978	0.1999986186
979	0.199969526
980	0.1999268134
981	0.199892463
982	0.1998573439
983	0.199822441
984	0.1998195051
985	0.1997791201
986	0.1997526206
987	0.1997297627
988	0.1997037826
989	0.1996705371
990	0.1996168168
991	0.1995610762
992	0.1995461888
993	0.1995159462
994	0.1994744568
995	0.1994273956
996	0.1994033065
997	0.1993759264
998	0.1993660197
999	0.199336917
